Entry	Info			Status	Organism	Organism ID
A0A2W5ZEY1	E-value: 2.4E-63;	Score: 546;	Ident.: 38.4%		unreviewed	candidate division AD3 bacterium	2052315
I0L503	E-value: 5.7E-63;	Score: 564;	Ident.: 43.0%		unreviewed	Micromonospora lupini str. Lupac 08	1150864
W1SG09	E-value: 6.3E-63;	Score: 544;	Ident.: 37.5%		unreviewed	Bacillus vireti LMG 21834	1131730
A0A2A8IF42	E-value: 6.3E-63;	Score: 544;	Ident.: 37.3%		unreviewed	Bacillus sp. AFS006103	2033483
A0A223KQM9	E-value: 6.5E-63;	Score: 544;	Ident.: 36.2%		unreviewed	Bacillus cohnii	33932
E4RZ31	E-value: 6.9E-63;	Score: 544;	Ident.: 36.4%		unreviewed	Leadbetterella byssophila (strain DSM 17132 / KACC 11308 / 4M15)	649349
A0A136P3Q4	E-value: 9.7E-63;	Score: 543;	Ident.: 35.6%		unreviewed	Chlorobi bacterium OLB7	1619898
A0A2T2SV41	E-value: 12E-63;	Score: 543;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium QH_1_64_81	1919089
A0A2V5YFX2	E-value: 13E-63;	Score: 543;	Ident.: 35.8%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1Q7UUY1	E-value: 13E-63;	Score: 543;	Ident.: 35.8%		unreviewed	Verrucomicrobia bacterium 13_1_20CM_3_54_17	1805405
A0A1Q6VE81	E-value: 13E-63;	Score: 543;	Ident.: 35.8%		unreviewed	Verrucomicrobia bacterium 13_2_20CM_54_12	1805419
A0A0W0Y0H4	E-value: 13E-63;	Score: 540;	Ident.: 35.5%		unreviewed	Legionella quinlivanii	45073
A0A1Q7TIC3	E-value: 18E-63;	Score: 542;	Ident.: 35.8%		unreviewed	Verrucomicrobia bacterium 13_1_20CM_4_54_11	1805408
A0A2V5JE52	E-value: 22E-63;	Score: 541;	Ident.: 34.9%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1Q7IBF6	E-value: 22E-63;	Score: 540;	Ident.: 36.3%		unreviewed	Ktedonobacter sp. 13_1_40CM_4_52_4	1805230
A0A328U2E0	E-value: 24E-63;	Score: 540;	Ident.: 37.1%		unreviewed	Paenibacillus sp. RA17	2081970
K6DY29	E-value: 25E-63;	Score: 540;	Ident.: 37.0%		unreviewed	Bacillus bataviensis LMG 21833	1117379
A0A1M3GPY0	E-value: 29E-63;	Score: 540;	Ident.: 36.1%		unreviewed	Sphingobacteriales bacterium 48-107	1895840
A0A1M5AAF8	E-value: 29E-63;	Score: 540;	Ident.: 35.8%		unreviewed	Flavisolibacter ginsengisoli DSM 18119	1121884
A0A2T2SBU3	E-value: 33E-63;	Score: 540;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium QH_2_64_74	1919094
A0A0A8X9W6	E-value: 35E-63;	Score: 539;	Ident.: 36.2%		unreviewed	Bacillus selenatarsenatis SF-1	1321606
A0A1H2R287	E-value: 37E-63;	Score: 539;	Ident.: 35.3%		unreviewed	Marininema mesophilum	1048340
A0A2E5I5W4	E-value: 41E-63;	Score: 539;	Ident.: 33.6%		unreviewed	Candidatus Marinimicrobia bacterium	2026760
A0A2T2UKM9	E-value: 46E-63;	Score: 539;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium SW_7_64_58	1919116
A0A2T2VEG4	E-value: 46E-63;	Score: 539;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium SW_8_64_56	1919117
A0A1S2QZF4	E-value: 50E-63;	Score: 538;	Ident.: 36.1%		unreviewed	Bacillus sp. MUM 116	1678002
A0A223D440	E-value: 56E-63;	Score: 539;	Ident.: 34.3%		unreviewed	Tumebacillus algifaecis	1214604
D5H8Y1	E-value: 65E-63;	Score: 538;	Ident.: 35.3%		unreviewed	Salinibacter ruber (strain M8)	761659
A0A147KAZ1	E-value: 70E-63;	Score: 537;	Ident.: 35.3%		unreviewed	Bacillus coahuilensis p1.1.43	1150625
A0A2V0QXW0	E-value: 84E-63;	Score: 521;	Ident.: 54.5%		unreviewed	Pseudomonas syringae pv. actinidiae	103796
A0A081SEA1	E-value: 91E-63;	Score: 536;	Ident.: 33.0%		unreviewed	Candidatus Thermochlorobacteriaceae bacterium GBChlB	1519464
A0A252DQ80	E-value: 93E-63;	Score: 536;	Ident.: 35.6%		unreviewed	Nostoc sp. RF31Y	1932668
A0A1I3NG53	E-value: 93E-63;	Score: 536;	Ident.: 35.2%		unreviewed	Thermoflavimicrobium dichotomicum	46223
V6T381	E-value: 98E-63;	Score: 536;	Ident.: 36.2%		unreviewed	Bacillus sp. 17376	977905
W4RJ94	E-value: 98E-63;	Score: 536;	Ident.: 36.2%		unreviewed	Bacillus boroniphilus JCM 21738	1294265
Q2S2T7	E-value: 99E-63;	Score: 537;	Ident.: 35.3%		unreviewed	Salinibacter ruber (strain DSM 13855 / M31)	309807
A0A2V6I9A4	E-value: 99E-63;	Score: 537;	Ident.: 35.5%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2D9FUY3	E-value: 120E-63;	Score: 536;	Ident.: 35.9%		unreviewed	Balneola sp.	2024824
A0A2V5KZD5	E-value: 120E-63;	Score: 536;	Ident.: 34.9%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V6BMU0	E-value: 140E-63;	Score: 536;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1N7LUX0	E-value: 160E-63;	Score: 534;	Ident.: 35.3%		unreviewed	Belliella pelovolcani	529505
A0A2W4QU20	E-value: 160E-63;	Score: 534;	Ident.: 37.0%		unreviewed	Bacteroidetes bacterium	1898104
A0A1G7B3Q9	E-value: 170E-63;	Score: 533;	Ident.: 38.4%		unreviewed	Myxococcus virescens	83456
A0A1B9B3G3	E-value: 200E-63;	Score: 534;	Ident.: 36.8%		unreviewed	Bacillus sp. FJAT-27225	1743144
A0A0Q9GNJ4	E-value: 290E-63;	Score: 533;	Ident.: 35.6%		unreviewed	Bacillus sp. Root239	1736499
A0A2E4IAA8	E-value: 330E-63;	Score: 533;	Ident.: 34.7%		unreviewed	Saprospirales bacterium	2026790
A0A074LN55	E-value: 340E-63;	Score: 532;	Ident.: 34.6%		unreviewed	Tumebacillus flagellatus	1157490
A0A2B0PSL6	E-value: 410E-63;	Score: 532;	Ident.: 35.4%		unreviewed	Bacillus megaterium	1404
A0A1Q8TS16	E-value: 410E-63;	Score: 532;	Ident.: 35.4%		unreviewed	Bacillus megaterium	1404
A0A1I2YQK4	E-value: 410E-63;	Score: 532;	Ident.: 35.4%		unreviewed	Bacillus megaterium	1404
A0A2B2CCZ6	E-value: 410E-63;	Score: 532;	Ident.: 35.4%		unreviewed	Bacillus megaterium	1404
A0A0Q6HTR1	E-value: 410E-63;	Score: 532;	Ident.: 35.4%		unreviewed	Bacillus sp. Leaf75	1736235
A0A2A9XST4	E-value: 410E-63;	Score: 532;	Ident.: 35.4%		unreviewed	Bacillus megaterium	1404
A0A1F2Y0Y6	E-value: 440E-63;	Score: 531;	Ident.: 35.9%		unreviewed	Alicyclobacillus sp. RIFOXYA1_FULL_53_8	1797236
I5C6V4	E-value: 450E-63;	Score: 531;	Ident.: 35.3%		unreviewed	Nitritalea halalkaliphila LW7	1189621
A0A1M3G6I0	E-value: 460E-63;	Score: 532;	Ident.: 35.3%		unreviewed	Sphingobacteriales bacterium 46-32	1895839
A0A2V6FVG5	E-value: 460E-63;	Score: 532;	Ident.: 35.2%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V6KJA9	E-value: 490E-63;	Score: 532;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
S0EZM9	E-value: 500E-63;	Score: 531;	Ident.: 36.0%		unreviewed	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	1303518
A0A1Q9Q0C2	E-value: 550E-63;	Score: 531;	Ident.: 37.3%		unreviewed	Bacillus sp. MRMR6	1928617
A0A1G7ETM9	E-value: 580E-63;	Score: 531;	Ident.: 35.4%		unreviewed	Bacillus aryabhattai B8W22	1358420
A0A1T5CKN2	E-value: 610E-63;	Score: 531;	Ident.: 36.0%		unreviewed	Sphingobacterium nematocida	1513896
A0A1Q3TKF8	E-value: 620E-63;	Score: 531;	Ident.: 36.1%		unreviewed	Chloroflexi bacterium 54-19	1895928
A0A0P8BHU4	E-value: 640E-63;	Score: 530;	Ident.: 35.2%		unreviewed	Algoriphagus marincola HL-49	1305737
A0A2V2R0U0	E-value: 680E-63;	Score: 531;	Ident.: 34.9%		unreviewed	Acidobacteria bacterium	1978231
A0A1I6SXS2	E-value: 810E-63;	Score: 530;	Ident.: 35.3%		unreviewed	Marininema halotolerans	1155944
A0A1I3LQA7	E-value: 810E-63;	Score: 530;	Ident.: 36.3%		unreviewed	Brevibacillus sp. OK042	1884381
A0A2T2VCJ4	E-value: 880E-63;	Score: 532;	Ident.: 35.2%		unreviewed	Bacteroidetes bacterium QS_8_68_28	1919110
A0A326RRI6	E-value: 900E-63;	Score: 529;	Ident.: 35.0%		unreviewed	Algoriphagus aquaeductus	475299
A0A178MDP2	E-value: 920E-63;	Score: 529;	Ident.: 37.1%		unreviewed	Chloroflexus islandicus	1707952
A0A2T5J7N8	E-value: 950E-63;	Score: 530;	Ident.: 35.5%		unreviewed	Mucilaginibacter yixingensis	1295612
A0A2B2BW53	E-value: 1.1E-60;	Score: 529;	Ident.: 37.0%		unreviewed	Bacillus sp. AFS073361	2033511
A0A2A9CPD4	E-value: 1.1E-60;	Score: 529;	Ident.: 36.6%		unreviewed	Bacillus sp. es.036	1761764
A0A136MM59	E-value: 1.2E-60;	Score: 529;	Ident.: 35.3%		unreviewed	Chlorobi bacterium OLB6	1617413
A0A1S2LHS8	E-value: 1.2E-60;	Score: 529;	Ident.: 35.1%		unreviewed	Anaerobacillus isosaccharinicus	1532552
A0A1Q3MQZ9	E-value: 1.2E-60;	Score: 528;	Ident.: 35.8%		unreviewed	Armatimonadetes bacterium 55-13	1895717
A0A2T2TNA9	E-value: 1.2E-60;	Score: 531;	Ident.: 35.2%		unreviewed	Bacteroidetes bacterium QS_7_67_15	1919107
K9PGH1	E-value: 1.3E-60;	Score: 530;	Ident.: 35.8%		unreviewed	Calothrix sp. PCC 7507	99598
A0A0J5W1R5	E-value: 1.5E-60;	Score: 528;	Ident.: 35.0%		unreviewed	Bacillus firmus	1399
A0A0Q9TRU1	E-value: 1.5E-60;	Score: 528;	Ident.: 35.9%		unreviewed	Paenibacillus sp. Soil787	1736411
A0A0J5JVA5	E-value: 1.6E-60;	Score: 528;	Ident.: 36.2%		unreviewed	Bacillus sp. LL01	1665556
U1WVP1	E-value: 1.6E-60;	Score: 528;	Ident.: 36.1%		unreviewed	Aneurinibacillus aneurinilyticus ATCC 12856	649747
A0A2B0MQR6	E-value: 1.6E-60;	Score: 528;	Ident.: 35.4%		unreviewed	Bacillus megaterium	1404
A0A318VQW7	E-value: 1.7E-60;	Score: 528;	Ident.: 36.5%		unreviewed	Mucilaginibacter sp. OV119	2135470
A0A1H8RZN3	E-value: 1.7E-60;	Score: 528;	Ident.: 36.5%		unreviewed	Mucilaginibacter gossypiicola	551995
A0A2T4XI52	E-value: 1.7E-60;	Score: 528;	Ident.: 34.7%		unreviewed	Bacteroidetes bacterium	1898104
A0A2T4X9C8	E-value: 1.7E-60;	Score: 528;	Ident.: 34.7%		unreviewed	Bacteroidetes bacterium	1898104
E6Q2I2	E-value: 1.7E-60;	Score: 528;	Ident.: 35.5%		unreviewed	mine drainage metagenome	410659
A0A0P9D258	E-value: 1.7E-60;	Score: 527;	Ident.: 37.7%		unreviewed	Alicyclobacillus ferrooxydans	471514
A0A2A5GM49	E-value: 1.8E-60;	Score: 528;	Ident.: 37.0%		unreviewed	Flavobacteriaceae bacterium	1871037
A0A2V6E9D7	E-value: 1.8E-60;	Score: 528;	Ident.: 35.2%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2W5UNU7	E-value: 1.8E-60;	Score: 528;	Ident.: 35.2%		unreviewed	Citrobacter freundii	546
A0A1Y0CTF2	E-value: 1.9E-60;	Score: 527;	Ident.: 35.6%		unreviewed	Bacillus horikoshii	79883
A0A098EZM5	E-value: 2.1E-60;	Score: 527;	Ident.: 35.6%		unreviewed	Bacillus sp. B-jedd	1476857
A0A0M9GUY2	E-value: 2.2E-60;	Score: 527;	Ident.: 35.9%		unreviewed	Bacillus sp. CHD6a	1643452
A0A271J6C7	E-value: 2.2E-60;	Score: 527;	Ident.: 35.2%		unreviewed	Rubrivirga marina	1196024
A0A2G9SU90	E-value: 2.2E-60;	Score: 527;	Ident.: 34.5%		unreviewed	Chlorobium sp. 445	2033588
A0A2C0TRU2	E-value: 2.3E-60;	Score: 527;	Ident.: 35.4%		unreviewed	Bacillus megaterium	1404
A0A2T2TAV9	E-value: 2.3E-60;	Score: 527;	Ident.: 34.5%		unreviewed	Bacteroidetes bacterium QH_6_63_17	1919096
A0A239HGB7	E-value: 2.4E-60;	Score: 527;	Ident.: 35.2%		unreviewed	Ekhidna lutea	447679
A0A1V0DDR8	E-value: 2.4E-60;	Score: 527;	Ident.: 35.2%		unreviewed	Rhodothermaceae bacterium RA	1779382
S2DUW6	E-value: 2.5E-60;	Score: 526;	Ident.: 34.8%		unreviewed	Indibacter alkaliphilus LW1	1189612
A0A2V6MR04	E-value: 2.5E-60;	Score: 527;	Ident.: 35.2%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1V2AX66	E-value: 2.6E-60;	Score: 527;	Ident.: 35.0%		unreviewed	[Flexibacter] sp. ATCC 35208	1936242
A0A316D8F5	E-value: 2.6E-60;	Score: 526;	Ident.: 35.7%		unreviewed	Tumebacillus permanentifrigoris	378543
A0A316HBF8	E-value: 2.9E-60;	Score: 527;	Ident.: 36.2%		unreviewed	Mucilaginibacter oryzae	468058
A0A2N0ZIQ3	E-value: 3.0E-60;	Score: 526;	Ident.: 35.6%		unreviewed	Bacillus horneckiae	549687
A0A1J6WEJ5	E-value: 3.1E-60;	Score: 526;	Ident.: 35.6%		unreviewed	Bacillus aquimaris	189382
A0A1B1FS41	E-value: 3.2E-60;	Score: 526;	Ident.: 35.2%		unreviewed	Flammeovirga sp. MY04	1191459
A0A143BNX0	E-value: 3.3E-60;	Score: 526;	Ident.: 35.1%		unreviewed	Gemmatimonas phototrophica	1379270
A0A1Z9SLU9	E-value: 3.3E-60;	Score: 525;	Ident.: 35.5%		unreviewed	bacterium TMED264	1986658
A0A1J5U7C8	E-value: 3.3E-60;	Score: 525;	Ident.: 35.8%		unreviewed	Marine Group III euryarchaeote CG-Epi1	1888995
A0A1I3VJ64	E-value: 3.4E-60;	Score: 525;	Ident.: 35.7%		unreviewed	Brevibacillus sp. OK042	1884381
A0A316ARQ1	E-value: 3.5E-60;	Score: 526;	Ident.: 35.5%		unreviewed	Dyadobacter jejuensis	1082580
A0A1V3R7K7	E-value: 3.5E-60;	Score: 525;	Ident.: 35.8%		unreviewed	Algoriphagus sp. A40	1945863
A0A2V6EI17	E-value: 3.6E-60;	Score: 526;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
A9WGC3	E-value: 3.6E-60;	Score: 525;	Ident.: 37.4%		unreviewed	Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl)	324602
A0A2H0JU02	E-value: 3.6E-60;	Score: 525;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium CG12_big_fil_rev_8_21_14_0_65_60_17	1973924
A0A1M3KYL4	E-value: 4.3E-60;	Score: 525;	Ident.: 36.7%		unreviewed	'Candidatus Kapabacteria' thiocyanatum	1895771
A0A1I3SED2	E-value: 4.6E-60;	Score: 525;	Ident.: 35.2%		unreviewed	Paenibacillus sp. UNC496MF	1502753
A0A1V9FDM2	E-value: 4.7E-60;	Score: 525;	Ident.: 35.5%		unreviewed	Niastella populi	550983
K1L276	E-value: 5.0E-60;	Score: 524;	Ident.: 35.1%		unreviewed	Cecembia lonarensis LW9	1225176
A0A1N6E042	E-value: 5.0E-60;	Score: 524;	Ident.: 35.0%		unreviewed	Algoriphagus halophilus	226505
M7XGT5	E-value: 5.0E-60;	Score: 524;	Ident.: 35.0%		unreviewed	Mariniradius saccharolyticus AK6	1239962
A0A2W6AEB4	E-value: 5.0E-60;	Score: 525;	Ident.: 35.8%		unreviewed	Chthoniobacterales bacterium	2201154
B8G5A1	E-value: 5.1E-60;	Score: 524;	Ident.: 37.3%		unreviewed	Chloroflexus aggregans (strain MD-66 / DSM 9485)	326427
I4AMF0	E-value: 5.1E-60;	Score: 524;	Ident.: 35.2%		unreviewed	Bernardetia litoralis (strain ATCC 23117 / DSM 6794 / NBRC 15988 / NCIMB 1366 / Sio-4) (Flexibacter litoralis)	880071
A0A2V8PI39	E-value: 5.3E-60;	Score: 525;	Ident.: 35.2%		unreviewed	Acidobacteria bacterium	1978231
A0A2V6I9K1	E-value: 5.3E-60;	Score: 525;	Ident.: 35.5%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2H3P539	E-value: 5.9E-60;	Score: 525;	Ident.: 36.2%		unreviewed	Longimonas halophila	1469170
A0A1G4R6V6	E-value: 6.0E-60;	Score: 524;	Ident.: 35.6%		unreviewed	Paenibacillus tianmuensis	624147
A0A0V8HG03	E-value: 6.0E-60;	Score: 524;	Ident.: 35.3%		unreviewed	Bacillus enclensis	1402860
A0A1S9PGM1	E-value: 6.5E-60;	Score: 524;	Ident.: 36.5%		unreviewed	Mucilaginibacter pedocola	1792845
C1A9I8	E-value: 6.5E-60;	Score: 524;	Ident.: 35.4%		unreviewed	Gemmatimonas aurantiaca (strain T-27 / DSM 14586 / JCM 11422 / NBRC 100505)	379066
A0A2P8ECA9	E-value: 7.0E-60;	Score: 523;	Ident.: 34.5%		unreviewed	Cecembia rubra	1485585
A0A142EPB6	E-value: 7.0E-60;	Score: 523;	Ident.: 34.7%		unreviewed	Algoriphagus sp. M8-2	1727163
L0D8B2	E-value: 7.8E-60;	Score: 523;	Ident.: 36.3%		unreviewed	Singulisphaera acidiphila (strain ATCC BAA-1392 / DSM 18658 / VKM B-2454 / MOB10)	886293
A0A163YHG2	E-value: 8.0E-60;	Score: 523;	Ident.: 35.6%		unreviewed	Paenibacillus elgii	189691
A0A0M4FZ39	E-value: 8.5E-60;	Score: 523;	Ident.: 36.2%		unreviewed	Bacillus sp. FJAT-18017	1705566
A0A2T6G828	E-value: 8.5E-60;	Score: 523;	Ident.: 35.6%		unreviewed	Paenibacillus elgii	189691
W7KNL7	E-value: 8.5E-60;	Score: 523;	Ident.: 35.3%		unreviewed	Bacillus firmus DS1	1307436
A0A1Q8UQ83	E-value: 8.7E-60;	Score: 523;	Ident.: 35.4%		unreviewed	Bacillus pseudofirmus	79885
A0A081NX34	E-value: 8.9E-60;	Score: 523;	Ident.: 35.9%		unreviewed	Paenibacillus tyrfis	1501230
A0A2V7H728	E-value: 9.2E-60;	Score: 523;	Ident.: 35.5%		unreviewed	Gemmatimonadetes bacterium	2026742
W0RLQ3	E-value: 10E-60;	Score: 523;	Ident.: 35.8%		unreviewed	Gemmatirosa kalamazoonesis	861299
A0A1K1MKD0	E-value: 10E-60;	Score: 523;	Ident.: 35.0%		unreviewed	Chitinophaga sancti	1004
A0A2P6C4S2	E-value: 11E-60;	Score: 523;	Ident.: 33.9%		unreviewed	Salinibacter sp. 10B	1923971
A0A2N5HB55	E-value: 12E-60;	Score: 522;	Ident.: 35.9%		unreviewed	Bacillus cucumis	1740721
A0A0M0GFK5	E-value: 12E-60;	Score: 522;	Ident.: 35.3%		unreviewed	Sporosarcina globispora (Bacillus globisporus)	1459
A0A2C2VL55	E-value: 12E-60;	Score: 522;	Ident.: 35.6%		unreviewed	Bacillus sp. AFS031507	2033496
A0A268IWU8	E-value: 12E-60;	Score: 522;	Ident.: 35.0%		unreviewed	Bacillus sp. 7894-2	2021695
A0A1G8C826	E-value: 13E-60;	Score: 522;	Ident.: 36.6%		unreviewed	Aneurinibacillus thermoaerophilus	143495
A0A109QJJ3	E-value: 13E-60;	Score: 522;	Ident.: 36.6%		unreviewed	Aneurinibacillus sp. XH2	1450761
A0A2T5YGN8	E-value: 13E-60;	Score: 522;	Ident.: 35.9%		unreviewed	Pontibacter mucosus	1649266
A0A2V7QT85	E-value: 13E-60;	Score: 522;	Ident.: 34.7%		unreviewed	Gemmatimonadetes bacterium	2026742
A0A1T4RT95	E-value: 14E-60;	Score: 522;	Ident.: 35.0%		unreviewed	Sediminibacterium ginsengisoli	413434
J1FG23	E-value: 14E-60;	Score: 521;	Ident.: 35.3%		unreviewed	Pontibacter sp. BAB1700	1144253
A0A1I5GV70	E-value: 14E-60;	Score: 521;	Ident.: 35.0%		unreviewed	Algoriphagus ornithinivorans	226506
A0A172TSL0	E-value: 14E-60;	Score: 522;	Ident.: 34.4%		unreviewed	Flavisolibacter tropicus	1492898
A0A2C6CVD4	E-value: 14E-60;	Score: 522;	Ident.: 35.2%		unreviewed	Lewinellaceae bacterium SD302	2014804
A0A2W5YPR1	E-value: 14E-60;	Score: 522;	Ident.: 34.1%		unreviewed	Chthoniobacterales bacterium	2201154
A0A1Q7VHH8	E-value: 15E-60;	Score: 521;	Ident.: 35.8%		unreviewed	Actinobacteria bacterium 13_1_20CM_4_68_12	1803479
A0A2V6G9B5	E-value: 15E-60;	Score: 522;	Ident.: 34.7%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1N6LCH0	E-value: 15E-60;	Score: 521;	Ident.: 36.5%		unreviewed	Singulisphaera sp. GP187	1882752
A0A161TC25	E-value: 16E-60;	Score: 521;	Ident.: 34.8%		unreviewed	Bacillus marisflavi	189381
A0A160MAL2	E-value: 17E-60;	Score: 521;	Ident.: 35.6%		unreviewed	Bacillus oceanisediminis 2691	1196031
A0A1R1FFN9	E-value: 17E-60;	Score: 521;	Ident.: 35.0%		unreviewed	Paenibacillus sp. FSL R5-0490	1920424
A0A1S1YH44	E-value: 17E-60;	Score: 521;	Ident.: 35.6%		unreviewed	Bacillus oceanisediminis	665099
E5WMX8	E-value: 17E-60;	Score: 521;	Ident.: 35.6%		unreviewed	Bacillus sp. 2_A_57_CT2	665959
A0A1Y6FZT5	E-value: 17E-60;	Score: 521;	Ident.: 35.3%		unreviewed	Bacillus sp. OV166	1882763
A0A0M0F1N4	E-value: 18E-60;	Score: 521;	Ident.: 35.1%		unreviewed	Bacillus butanolivorans	421767
A0A0Q9USA2	E-value: 18E-60;	Score: 521;	Ident.: 35.1%		unreviewed	Bacillus sp. Soil768D1	1736405
A0A0Q6HD47	E-value: 18E-60;	Score: 521;	Ident.: 35.1%		unreviewed	Bacillus sp. Leaf13	1736211
E6PDS5	E-value: 19E-60;	Score: 521;	Ident.: 34.6%		unreviewed	mine drainage metagenome	410659
A0A2T5Y636	E-value: 19E-60;	Score: 521;	Ident.: 35.8%		unreviewed	Sphingobacterium faecium	34087
A0A2V8UEY4	E-value: 19E-60;	Score: 521;	Ident.: 34.6%		unreviewed	Acidobacteria bacterium	1978231
A0A2D8C2L5	E-value: 20E-60;	Score: 520;	Ident.: 35.0%		unreviewed	Algoriphagus sp.	1872435
A0A1N6YKT9	E-value: 20E-60;	Score: 520;	Ident.: 35.3%		unreviewed	Pontibacter lucknowensis	1077936
A0A2T0WWI8	E-value: 20E-60;	Score: 520;	Ident.: 34.8%		unreviewed	Mongoliibacter ruber	1750599
A0A2V5PVL8	E-value: 20E-60;	Score: 521;	Ident.: 35.2%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2G5KME5	E-value: 20E-60;	Score: 521;	Ident.: 34.4%		unreviewed	Maribacter sp. 4U21	1889779
A0A1G4S1X7	E-value: 22E-60;	Score: 521;	Ident.: 35.8%		unreviewed	Mucilaginibacter sp. NFR10	1566292
A0A2V2ZNV4	E-value: 24E-60;	Score: 520;	Ident.: 35.3%		unreviewed	Bacillus oceanisediminis	665099
H1Y6Y7	E-value: 24E-60;	Score: 523;	Ident.: 35.9%		unreviewed	Mucilaginibacter paludis DSM 18603	714943
A0A2T2UEA2	E-value: 24E-60;	Score: 522;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium SW_4_67_19	1919115
A0A2T2T8C2	E-value: 24E-60;	Score: 522;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium QH_8_67_23	1919100
A0A1N6Z5J9	E-value: 25E-60;	Score: 520;	Ident.: 34.5%		unreviewed	Domibacillus enclensis	1017273
A0A2V5JJI2	E-value: 26E-60;	Score: 520;	Ident.: 33.5%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1T5ELE5	E-value: 27E-60;	Score: 520;	Ident.: 34.4%		unreviewed	Maribacter arcticus	561365
A0A317IV91	E-value: 28E-60;	Score: 520;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium	1898104
A0A2V6MEZ1	E-value: 28E-60;	Score: 520;	Ident.: 35.0%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2N3HJZ5	E-value: 28E-60;	Score: 520;	Ident.: 34.7%		unreviewed	Confluentibacter sp. 3B	1909700
A0A2C1YY12	E-value: 33E-60;	Score: 519;	Ident.: 36.4%		unreviewed	Bacillus sp. AFS037270	2033499
A0A2B1S4Y3	E-value: 33E-60;	Score: 519;	Ident.: 36.4%		unreviewed	Bacillus sp. AFS076308	2033512
A0A2T2SR22	E-value: 34E-60;	Score: 521;	Ident.: 35.0%		unreviewed	Bacteroidetes bacterium QH_9_67_14	1919102
A0A0D1Y8H6	E-value: 35E-60;	Score: 519;	Ident.: 35.5%		unreviewed	Aneurinibacillus migulanus (Bacillus migulanus)	47500
A0A1G1T4N1	E-value: 36E-60;	Score: 519;	Ident.: 35.0%		unreviewed	Hymenobacter glacialis	1908236
A0A1I2NT75	E-value: 36E-60;	Score: 519;	Ident.: 35.6%		unreviewed	Pontibacter chinhatensis	1436961
A0A1R4KM65	E-value: 37E-60;	Score: 519;	Ident.: 35.5%		unreviewed	Sphingobacterium faecium PCAi_F2.5	1255690
A0A077XNW9	E-value: 37E-60;	Score: 519;	Ident.: 35.5%		unreviewed	Sphingobacterium sp. PM2-P1-29	403776
A0A2Z3GHA3	E-value: 38E-60;	Score: 519;	Ident.: 35.0%		unreviewed	Hymenobacter nivis	1850093
A0A239EPJ3	E-value: 39E-60;	Score: 518;	Ident.: 34.2%		unreviewed	Belliella buryatensis	1500549
A0A1G5ZIB4	E-value: 39E-60;	Score: 518;	Ident.: 35.0%		unreviewed	Algoriphagus alkaliphilus	279824
A0A2U0ZDA7	E-value: 39E-60;	Score: 519;	Ident.: 35.5%		unreviewed	Filimonas sp. YR581	2135469
A0A2V6C759	E-value: 39E-60;	Score: 519;	Ident.: 35.0%		unreviewed	Verrucomicrobia bacterium	2026799
A0A2V6NIQ0	E-value: 39E-60;	Score: 519;	Ident.: 35.0%		unreviewed	Verrucomicrobia bacterium	2026799
A0A1M6TE46	E-value: 40E-60;	Score: 519;	Ident.: 34.1%		unreviewed	Muricauda antarctica	1055723
A0A2V6A0T7	E-value: 41E-60;	Score: 519;	Ident.: 34.4%		unreviewed	Verrucomicrobia bacterium	2026799
A0A326U3C0	E-value: 42E-60;	Score: 518;	Ident.: 36.1%		unreviewed	Thermosporothrix hazakensis	644383
A0A1G7WJ65	E-value: 43E-60;	Score: 519;	Ident.: 35.8%		unreviewed	Mucilaginibacter gossypii	551996
A0A0P9E3U9	E-value: 44E-60;	Score: 518;	Ident.: 34.5%		unreviewed	Paenibacillus sp. A3	1337054
A0A0U1P086	E-value: 47E-60;	Score: 518;	Ident.: 36.5%		unreviewed	Bacillus sp. LF1	1499688
A0A2A7W9U0	E-value: 49E-60;	Score: 518;	Ident.: 34.9%		unreviewed	Bacillus butanolivorans	421767
